Year,기술유형,성별,연령,Value
2019,엑셀에서 기본 수식 사용하기 ,,60-69세19.2
2019,엑셀에서 기본 수식 사용하기 ,,70세이상9.4
2019,새 장치 연결 및 설치 ,,77.1
2019,새 장치 연결 및 설치 ,남,80.2
2019,새 장치 연결 및 설치 ,여,73.6
2019,새 장치 연결 및 설치 ,,12-19세79.4
2019,새 장치 연결 및 설치 ,,20-29세92.2
2019,새 장치 연결 및 설치 ,,30-39세87.4
2019,새 장치 연결 및 설치 ,,40-49세77.8
2019,새 장치 연결 및 설치 ,,50-59세61.3
2019,새 장치 연결 및 설치 ,,60-69세40.3
2019,새 장치 연결 및 설치 ,,70세이상31.4
2019,소프트웨어 검색, 다운로드 및 설치,,71.2
2019,소프트웨어 검색, 다운로드 및 설치,남,74.9
2019,소프트웨어 검색, 다운로드 및 설치,여,66.9
2019,소프트웨어 검색, 다운로드 및 설치,,12-19세80.6
2019,소프트웨어 검색, 다운로드 및 설치,,20-29세93.4
2019,소프트웨어 검색, 다운로드 및 설치,,30-39세85.1
2019,소프트웨어 검색, 다운로드 및 설치,,40-49세67.4
2019,소프트웨어 검색, 다운로드 및 설치,,50-59세46
2019,소프트웨어 검색, 다운로드 및 설치,,60-69세27.7
2019,소프트웨어 검색, 다운로드 및 설치,,70세이상20.4
2019,한글, 파워포인트 등을 사용하여 발표자료 만들기,,49.8
2019,한글, 파워포인트 등을 사용하여 발표자료 만들기,남,54.2
2019,한글, 파워포인트 등을 사용하여 발표자료 만들기,여,44.8
2019,한글, 파워포인트 등을 사용하여 발표자료 만들기,,12-19세55.2
2019,한글, 파워포인트 등을 사용하여 발표자료 만들기,,20-29세73.6
2019,한글, 파워포인트 등을 사용하여 발표자료 만들기,,30-39세59.6
2019,한글, 파워포인트 등을 사용하여 발표자료 만들기,,40-49세44.5
2019,한글, 파워포인트 등을 사용하여 발표자료 만들기,,50-59세26.6
2019,한글, 파워포인트 등을 사용하여 발표자료 만들기,,60-69세18.5
2019,한글, 파워포인트 등을 사용하여 발표자료 만들기,,70세이상16.7
2019,컴퓨터와 다른 기기 간의 파일 전송,,72.4
2019,컴퓨터와 다른 기기 간의 파일 전송,남,75.6
2019,컴퓨터와 다른 기기 간의 파일 전송,여,68.8
2019,컴퓨터와 다른 기기 간의 파일 전송,,12-19세76.1
2019,컴퓨터와 다른 기기 간의 파일 전송,,20-29세88.2
2019,컴퓨터와 다른 기기 간의 파일 전송,,30-39세83.2
2019,컴퓨터와 다른 기기 간의 파일 전송,,40-49세70.5
2019,컴퓨터와 다른 기기 간의 파일 전송,,50-59세54.3
2019,컴퓨터와 다른 기기 간의 파일 전송,,60-69세42.1
2019,컴퓨터와 다른 기기 간의 파일 전송,,70세이상35.2
2019,특수 언어를 사용한 컴퓨터 프로그래밍,,7.6
2019,특수 언어를 사용한 컴퓨터 프로그래밍,남,9.1
2019,특수 언어를 사용한 컴퓨터 프로그래밍,여,5.8
2019,특수 언어를 사용한 컴퓨터 프로그래밍,,12-19세6.1
2019,특수 언어를 사용한 컴퓨터 프로그래밍,,20-29세14.3
2019,특수 언어를 사용한 컴퓨터 프로그래밍,,30-39세9.1
2019,특수 언어를 사용한 컴퓨터 프로그래밍,,40-49세5.8
2019,특수 언어를 사용한 컴퓨터 프로그래밍,,50-59세3.5
2019,특수 언어를 사용한 컴퓨터 프로그래밍,,60-69세2.2
2019,특수 언어를 사용한 컴퓨터 프로그래밍,,70세이상1.1
